id,title,age,available,neighbourhood,postcode,type,rooms,monthly_price_usd,monthly_min_usd,monthly_max_usd,link,long,lat,postcode_latlong,commute_time,commute_distance
101257687,Furnished Full Size Master 2A in Midtown West,3,Available Now,Midtown South Central,10018,apartment,3,"$1,725",1725,1725,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101257687&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9932872,40.755322,40.755322+-73.9932872,974,1354
100947451,Beautiful gut renovated UWS brownstone with a back,3,Available Now,Central Park,10026,apartment,12,"$1,200",1200,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100947451&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.95258249999999,40.8032131,40.8032131+-73.9525825,1303,6621
101033908,Beautiful 4 bedroom duplex with 2 bathrooms,3,Available Now,Williamsburg,11206,apartment,4,"$1,250",1250,1250,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101033908&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
101233603,"New Building with Gym, Laundry and Elevator",3,Available Now,Bushwick,11221,apartment,3,"$1,150",1150,1150,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101233603&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100938034,New Furnished Room in Williamsburg,3,Available Now,Williamsburg,11206,apartment,4,"$1,100",1100,1100,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100938034&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
100948111,"Free Cleaning, Utilities, Quick Walk to Metro",3,Available Now,Crown Heights,11216,apartment,4,"$1,102",1102,1102,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100948111&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.6788319,40.6788319+-73.9506774,1778,13268
100949602,"5min Walk to Metro, Free Cleaning, WiFi, Utilities",3,Available Now,Bushwick,11221,apartment,3,"$1,044",1044,1044,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949602&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D170%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101183671,Furnished Room in Hell's Kitchen #172D,7,31 Jul,Hell's Kitchen,10036,apartment,2,"$1,625",1625,1625,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101183671&search_id=500028946123&offset=180&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9932872,40.7602619,40.7602619+-73.9932872,908,1167
100949557,Fully Furnished Room in Shared Bushwick Apt,3,Available Now,Bushwick,11221,apartment,5,$950,950,950,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949557&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100949626,Furnished Room in Shared Williamsburg Apt,3,Available Now,Williamsburg,11211,apartment,4,"$1,553",1553,1553,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949626&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
101157292,3min Walk to Metro - Free WiFi + Laundry,3,Available Now,East Flatbush,11226,apartment,3,"$1,246",1246,1246,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101157292&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9536163,40.6470923,40.6470923+-73.9536163,2975,16474
101124976,Close to Metro - Fully Furnished Room,3,Available Now,Crown Heights,11216,apartment,5,"$1,387",1387,1387,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101124976&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.6788319,40.6788319+-73.9506774,1778,13268
100949536,"Free Cleaning, Utilities, Quick Walk to Metro",3,Available Now,Bushwick,11221,apartment,3,"$1,355",1355,1355,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949536&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100949617,"Free Cleaning, Utilities, 5min Walk to Metro",3,Available Now,Bushwick,11237,apartment,4,"$1,290",1290,1290,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949617&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
100949581,"Cleaning + Utilities Included, 2min Walk to Metro",3,Available Now,Bushwick,11221,apartment,4,"$1,290",1290,1290,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949581&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100948114,Fully Furnished Room - 5min Walk to Metro,3,Available Now,Bushwick,11221,apartment,4,"$1,169",1169,1169,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100948114&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100949614,"Cleaning + Utilities Included, 2min Walk to Metro",3,Available Now,Bedford - Stuyvesant,11221,apartment,5,"$1,226",1226,1226,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100949614&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
100944391,"Fully Furnished - Free Cleaning, WiFi, Utilities",3,Available Now,Bedford - Stuyvesant,11233,apartment,4,"$1,230",1230,1230,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100944391&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D180%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.6795939,40.6795939+-73.9212858,2104,15677
100809628,Furnished Private Master in Williamsburg #1201A,20,15 Aug,Williamsburg,11211,apartment,3,"$1,475",1475,1475,https://www.spareroom.com/roommate/fad_click.pl?fad_id=100809628&search_id=500028946123&offset=190&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
100948108,"2min Walk to Metro, Utilities Included, Furnished",3,Available Now,Bushwick,11237,apartment,5,"$1,306",1306,1306,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100948108&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
101011930,Free WiFi + Utilities - Furnished Room in Bed-Stuy,3,Available Now,Bedford - Stuyvesant,11233,apartment,4,"$1,063",1063,1063,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101011930&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.6795939,40.6795939+-73.9212858,2104,15677
101011972,"Quick Walk to Metro, Cleaning + Utilities Included",3,Available Now,Bushwick,11237,apartment,4,$986,986,986,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101011972&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
101124766,Upper East Furnished Room - Utilities Included,3,Available Now,East Harlem,10029,apartment,3,"$1,455",1455,1455,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101124766&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9447994,40.79164069999999,40.7916407+-73.9447994,1629,6461
101013016,Quick Walk to Metro - Fully Furnished Room,3,Available Now,Bushwick,11237,apartment,5,$997,997,997,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101013016&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
101012044,"Quick Walk to Metro, Cleaning + Utilities Included",3,Available Now,Bedford - Stuyvesant,11216,apartment,5,"$1,078",1078,1078,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101012044&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.6788319,40.6788319+-73.9506774,1778,13268
101090812,Room for Rent in Modern & Spacious Apt,3,Available Now,Bedford - Stuyvesant,11221,apartment,4,"$1,328",1328,1328,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101090812&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101012008,Private Entrance - Furnished Room - Free WiFi,3,Available Now,Bushwick,11221,apartment,4,"$1,055",1055,1055,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101012008&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101124778,Spacious Furnished Room - Utilities Included,3,Available Now,Bedford - Stuyvesant,11206,apartment,4,"$1,384",1384,1384,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101124778&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
101257144,Furnished Private Master in Morningside #1021B,3,Available Now,Central Park,10026,apartment,5,"$1,650",1650,1650,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101257144&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D190%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.95258249999999,40.8032131,40.8032131+-73.9525825,1303,6621
101195611,Furnished Full Room in Murray Hill #116B,10,31 Aug,Murray Hill,10016,apartment,2,"$1,775",1775,1775,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101195611&search_id=500028946123&offset=200&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.74727,40.74727+-73.9800645,959,1577
100651675,Co living House in Brooklyn,3,30 Aug,Brooklyn,11226,apartment,4,$800,800,800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100651675&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9536163,40.6470923,40.6470923+-73.9536163,2975,16474
101256988,Spacious room in east Williamsburg,3,1 Aug,East Williamsburg,11206,apartment,2,"$1,675",1675,1675,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101256988&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
100240360,45 Mins to Lower Manhattan,3,Available Now,St. George,10301,apartment,3,$800,800,800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100240360&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0946311,40.6274394,40.6274394+-74.0946311,5140,18856
101256712,Bushwick Furnished Room With Outdoor Space,3,Available Now,Bushwick,11207,apartment,2,"$1,250",1250,1250,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101256712&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8918897,40.6655101,40.6655101+-73.8918897,3052,18534
100884091,Beautiful Room In Newly Renovated Bushwick Apt,4,Available Now,Bushwick,11237,apartment,4,"$1,400",1400,1400,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100884091&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
101225563,Newly Constructed HUGE Bedrooms with Ensuite Bath,4,Available Now,Williamsburg,11211,apartment,4,"$2,000- $2,200",2000,2200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101225563&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
101229490,Furnished Room in S. Williamsburg / July 15-31,4,15 Jul,Williamsburg,11211,apartment,2,$400/week,NA,NA,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101229490&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
100759366,"Bright, Harmonious Space to Enjoy Life.",4,31 Jul,Alphabet City,10009,apartment,2,"$1,600",1600,1600,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100759366&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.7275043,40.7275043+-73.9800645,1611,5054
101211619,Single Bedroom for Rent,4,Available Now,Tremont,10460,apartment,2,$975,975,975,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101211619&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8801301,40.841618,40.841618+-73.8801301,3069,16631
100959736,Laundry in building! Amazing Williamsburg flat!,4,Available Now,East Williamsburg,11211,apartment,4,"$1,150",1150,1150,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100959736&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D200%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
101228884,Furnished Full Master Room in Upper West Side#186,1,Available Now,Upper West Side,10025,apartment,2,"$1,675",1675,1675,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101228884&search_id=500028946123&offset=210&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101254861,Room Availabe in DUMBO / Vinegar Hill,4,Available Now,Vinegar Hill,11201,apartment,3,"$1,400",1400,1400,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101254861&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9859414,40.6986772,40.6986772+-73.9859414,1620,8405
101254579,Massive Brand New 3 Bed Each with Private Bath,4,1 Aug,Bushwick,11221,apartment,3,"$1,475",1475,1475,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101254579&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101244547,NO FEE - 7/15 move-in - PRIME Williamsburg,4,15 Jul,Brooklyn,11221,apartment,3,"$1,500",1500,1500,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101244547&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101254435,Master Rm en-suite BA W/D Gym Rooftop Lounge Drm,4,Available Now,Financial District,10005,apartment,2,"$2,000",2000,2000,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101254435&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0094562,40.7064363,40.7064363+-74.0094562,1429,6894
101254450,Room - Flex 4BR 2BA W/D Gym Rooftop Lounge 24Drm,4,Available Now,Financial District,10005,apartment,2,"$1,375",1375,1375,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101254450&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0094562,40.7064363,40.7064363+-74.0094562,1429,6894
101238397,Large Clinton Hill Bedroom With Private Bath,4,30 Jul,Clinton Hill,11205,apartment,2,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101238397&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.6945036,40.6945036+-73.9565551,2464,11196
101152594,Master Room with WIC W/D Gym Rooftop Lounge 24Drm,4,Available Now,Financial District,10005,apartment,3,"$1,800",1800,1800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101152594&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0094562,40.7064363,40.7064363+-74.0094562,1429,6894
101012713,Furnished Studio Apartment- MOVE IN TODAY!!-,4,Available Now,Morningside Heights,10025,apartment,2,"$1,900",1900,1900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101012713&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101236888,4 Bedroom apartment 5-8 min walk to L and M train,4,Available Now,Ridgewood,11385,apartment,4,"$850- $1,200",850,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101236888&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8948295,40.698070800000004,40.6980708+-73.8948295,3218,15182
101252536,Modern & Hip Elevator-Blocks from Lower East Side,4,24 Jul,Lower East Side,10002,apartment,2,"$1,650",1650,1650,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101252536&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D210%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9859414,40.7135097,40.7135097+-73.9859414,1405,6951
101258143,Furnished Private Room in Chelsea #1282F,3,20 Jul,Chelsea,10001,apartment,6,"$1,675",1675,1675,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101258143&search_id=500028946123&offset=220&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9991637,40.75368539999999,40.7536854+-73.9991637,1084,3070
100487845,Nice Rooms across from Prospect Park!,4,Available Now,Brooklyn,11225,apartment,3,"$1,300- $1,600",1300,1600,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100487845&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.6648278,40.6648278+-73.9565551,2569,13344
101222320,Furnished Queen Room in  Astoria,5,Available Now,Ditmars Steinway,11105,house,2,"$1,950",1950,1950,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101222320&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9065883,40.7787902,40.7787902+-73.9065883,2126,9706
101252950,Master Bedroom Available,5,1 Aug,Bushwick,11207,apartment,3,$975,975,975,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101252950&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8918897,40.6655101,40.6655101+-73.8918897,3052,18534
101253583,Spacious bedroom in Prime Crown Heights HOUSE,5,31 Jul,Crown Heights,11216,house,3,"$1,350",1350,1350,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101253583&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.6788319,40.6788319+-73.9506774,1778,13268
100091328,Large Sunny Bedroom in South Park Slope Brooklyn,5,1 Aug,Park Slope,11215,apartment,3,"$1,400",1400,1400,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100091328&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.6681669,40.6681669+-73.9800645,2117,12950
101253310,Stunning Harlem Apartment,5,Available Now,Harlem,10027,apartment,2,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101253310&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96243270000001,40.8138912,40.8138912+-73.9624327,1949,7889
100759903,Private Room in Amazing East Village Apartment!,5,Available Now,East Village,10003,apartment,5,"$1,900",1900,1900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100759903&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9874105,40.7322535,40.7322535+-73.9874105,1263,4163
100641802,"Room in Charming, Furnished 4 Bedroom Soho Apt!",5,Available Now,SoHo,10012,apartment,4,"$1,900",1900,1900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100641802&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9976946,40.7250632,40.7250632+-73.9976946,835,4865
100748896,"Room in Amazing, Spacious 6 Bedroom Loft Apartment",5,Available Now,Lower East Side,10002,apartment,6,"$1,950",1950,1950,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100748896&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9859414,40.7135097,40.7135097+-73.9859414,1405,6951
100649038,Room in Custom Designed 4 Bedroom Soho Apartment!,5,Available Now,SoHo,10012,apartment,4,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100649038&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D220%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9976946,40.7250632,40.7250632+-73.9976946,835,4865
101183395,Furnished Full Room in Chelsea #1282E,3,18 Aug,Chelsea,10001,apartment,2,"$1,750",1750,1750,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101183395&search_id=500028946123&offset=230&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D230%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9991637,40.75368539999999,40.7536854+-73.9991637,1084,3070
100791946,Private Room in Charming Gramercy Apartment!,5,Available Now,Murray Hill,10016,apartment,4,"$1,675- $1,825",1675,1825,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100791946&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D230%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.74727,40.74727+-73.9800645,959,1577
100759891,"Private Room in Furnished, Huge Bowery Loft Apt!",5,Available Now,Bowery,10002,apartment,6,"$1,875",1875,1875,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100759891&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D230%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9859414,40.7135097,40.7135097+-73.9859414,1405,6951
