id,title,age,available,neighbourhood,postcode,type,rooms,monthly_price_usd,monthly_min_usd,monthly_max_usd,link,long,lat,postcode_latlong,commute_time,commute_distance
101185720,Furnished Private Room in Hell's Kitchen #171D,3,31 Aug,Hell's Kitchen,10036,apartment,2,"$1,725",1725,1725,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101185720&search_id=500028946123&offset=0&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9932872,40.7602619,40.7602619+-73.9932872,908,1167
101264476,Stunning Large Bedrooms in New Building,0,Available Now,Bushwick,11221,apartment,3,"$1,175- $1,200",1175,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101264476&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101263819,Crown Heights Room For Rent,1,15 Jul,Crown Heights,11225,apartment,4,$925,925,925,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101263819&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.6648278,40.6648278+-73.9565551,2569,13344
100919452,Stunning Ridgewood Apartment! Recently renovated!,1,Available Now,Ridgewood,11385,apartment,5,"$1,050- $1,100",1050,1100,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100919452&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8948295,40.698070800000004,40.6980708+-73.8948295,3218,15182
101262964,Room in Spacious 2-Bedroom LES Apt,1,15 Jul,Alphabet City,10009,apartment,2,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262964&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.7275043,40.7275043+-73.9800645,1611,5054
101262691,Rooms for Rent ( 3 Bedrooms Available),1,Available Now,Williamsbridge,10467,apartment,3,"$1,000",1000,1000,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262691&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8713099,40.8723987,40.8723987+-73.8713099,3000,18497
100891597,Sunny 4 bedroom apt in Clinton Hill,1,1 Aug,Clinton Hill,11238,apartment,4,"$850- $1,200",850,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100891597&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96243270000001,40.6805029,40.6805029+-73.9624327,1887,12111
101262157,Room(s) for rent!,0,1 Aug,Greenpoint,11222,apartment,3,$867,867,867,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262157&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.7282702,40.7282702+-73.9506774,1565,6808
101263906,One Room in Spacious Apartment for Aug + Sept,1,1 Aug,Sunnyside,11104,apartment,2,"$1,075",1075,1075,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101263906&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.91981609999999,40.7448741,40.7448741+-73.9198161,1853,6513
100521409,Room in Bed-Stuy Brooklyn,1,Available Now,Bedford - Stuyvesant,11233,apartment,3,$850,850,850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100521409&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.6795939,40.6795939+-73.9212858,2104,15677
101263579,One Bedroom in Shared Washington Heights Apartment,1,1 Aug,Washington Heights,10033,apartment,2,"$1,195",1195,1195,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101263579&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D0%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9447994,40.8557765,40.8557765+-73.9447994,2431,12704
101185465,Furnished Full Room in Chelsea #1285A,3,1 Aug,Chelsea,10001,apartment,2,"$1,725",1725,1725,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101185465&search_id=500028946123&offset=10&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9991637,40.75368539999999,40.7536854+-73.9991637,1084,3070
100870336,Need roommates,1,Available Now,Baychester,10475,apartment,4,$850,850,850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100870336&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8272029,40.87347,40.87347+-73.8272029,4890,25999
101263531,Room for rent,1,3 Aug,Uptown,10040,apartment,2,"$1,100",1100,1100,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101263531&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.93304289999999,40.8639624,40.8639624+-73.9330429,2339,13337
101262715,1 Bedroom with Private Bath in 3BD/2BATH in BK,1,1 Aug,Greenpoint,11222,apartment,3,"$1,750",1750,1750,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262715&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.7282702,40.7282702+-73.9506774,1565,6808
101262622,Room in MidTown East,1,20 Jul,Midtown East,10022,apartment,4,"$1,650",1650,1650,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262622&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9697795,40.7593941,40.7593941+-73.9697795,632,1830
100844614,Room available ENY,1,Available Now,East New York,11207,apartment,3,$800,800,800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100844614&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8918897,40.6655101,40.6655101+-73.8918897,3052,18534
101262574,Renovated two bedroom right next to express train,1,30 Aug,Hamilton Heights,10031,apartment,2,"$1,300",1300,1300,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262574&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.8270209,40.8270209+-73.9506774,1882,9365
100267420,"Clean, quiet room Columbia University worker/stud",0,Available Now,Uptown,10032,apartment,3,"$1,250",1250,1250,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100267420&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9447994,40.8409822,40.8409822+-73.9447994,1951,11113
100943965,"$950 w/Utilities Included, Up & Coming Harlem Area",0,Available Now,Harlem,10030,apartment,2,$950,950,950,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100943965&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9433299,40.8173411,40.8173411+-73.9433299,1628,8313
101255188,Room for rent in a friendly family home,0,14 Jul,Throgs Neck - Edgewater Park,10465,apartment,2,$900,900,900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101255188&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8242621,40.8262186,40.8262186+-73.8242621,3810,19065
101029954,Furnished Private  Bedroom  $175.00 Weekly,0,15 Jul,Wakefield,10470,house,3,$175/week,NA,NA,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101029954&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D10%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.86836970000002,40.89907669999999,40.8990767+-73.8683697,3076,20454
101260291,Furnished Queen Size in Upper West Side #199B,2,13 Jul,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101260291&search_id=500028946123&offset=20&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
100093349,"Renovated 3 Bedroom/1 Bath, 1 year lease",0,1 Sep,Alphabet City,10009,apartment,3,"$1,600- $1,800",1600,1800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100093349&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.7275043,40.7275043+-73.9800645,1611,5054
101264122,Spacious Prime Williamsburg Duplex 4br/2ba,0,1 Aug,Williamsburg,11211,apartment,4,"$1,400- $1,800",1400,1800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101264122&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
100789768,Furnished  Bedroom,1,Available Now,Uptown,10031,apartment,3,"$1,100",1100,1100,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100789768&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.8270209,40.8270209+-73.9506774,1882,9365
100120472,Fully Furnished Room/Smart TV/Huge Closet!!!,1,15 Jul,Bedford - Stuyvesant,11206,apartment,3,"$1,200",1200,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100120472&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
101255689,Furnished Room for rent in LIC  luxury building,1,28 Jul,Long Island City,11101,apartment,3,"$1,699",1699,1699,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101255689&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7443091,40.7443091+-73.9418603,1429,4383
100135875,Looking for Chinese Speaking Person ä¼è¯´ä¸­æ,1,Available Now,Brooklyn,11230,apartment,2,$400,400,400,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100135875&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96537150000002,40.6190629,40.6190629+-73.9653715,3243,18461
101230840,Rooms Available in 3br Apt - AMAZING New Building,1,1 Aug,Bedford - Stuyvesant,11221,apartment,3,$944- $982,944,982,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101230840&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101222860,September 1st-Room w/Private Balcony-Bushwick,1,1 Sep,Bushwick,11206,apartment,2,"$1,375",1375,1375,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101222860&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
101173363,Rooms in a Beautiful East Williamsburg Duplex Apt,1,1 Aug,East Williamsburg,11211,apartment,4,"$1,250",1250,1250,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101173363&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
101246224,Master Bedroom w/Private Bathroom-August 1st-Bushw,1,1 Aug,Bushwick,11206,apartment,2,"$1,600",1600,1600,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101246224&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D20%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9418603,40.7047738,40.7047738+-73.9418603,2116,10270
101262808,Furnished Private Queen Room in UWS #199C,1,13 Jul,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101262808&search_id=500028946123&offset=30&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101246194,RoomsAvailable By McCarren Park-Prime Williamsburg,1,1 Sep,Williamsburg,11211,apartment,3,"$1,600- $1,800",1600,1800,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101246194&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9565551,40.7093358,40.7093358+-73.9565551,1774,8892
101113366,Private Room In Furnished 5 Br,1,Available Now,East Village,10003,apartment,5,"$1,475",1475,1475,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101113366&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9874105,40.7322535,40.7322535+-73.9874105,1263,4163
101263522,Sunny Room In A 3br-2ba In Bushwick,1,1 Aug,Bushwick,11221,apartment,3,"$1,100",1100,1100,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101263522&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101236534,"Room Available: Stuyvesant Town, NYC - Convenient",1,15 Jul,Stuyvesant Town,10009,apartment,3,"$1,525",1525,1525,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101236534&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.7275043,40.7275043+-73.9800645,1611,5054
101209210,"$850 Private Room, 23 Dk to Manhattan, No Fee",1,Available Now,Ridgewood,11385,apartment,6,$700- $900,700,900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101209210&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8948295,40.698070800000004,40.6980708+-73.8948295,3218,15182
101245228,Nice Room for Rent  in Great Neighborhood,1,Available Now,Upper East Side,10021,apartment,2,"$1,500",1500,1500,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101245228&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9580246,40.7700703,40.7700703+-73.9580246,1356,3337
100803223,"Fantastic, spacious apartment in prime location!",1,1 Aug,Upper West Side,10025,apartment,4,"$1,225- $1,325",1225,1325,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100803223&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
100686706,Large unfurnished room to rent in West Village,1,1 Aug,West Village,10014,apartment,2,"$1,650",1650,1650,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100686706&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0094471,40.7366138,40.7366138+-74.0094471,1548,4828
100926871,Great Furnished Bedroom- Utilities Included!,1,Available Now,Bushwick,11237,apartment,3,$925,925,925,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100926871&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.92128579999999,40.7043156,40.7043156+-73.9212858,1979,11152
101228884,Furnished Full Master Room in Upper West Side#186,1,Available Now,Upper West Side,10025,apartment,2,"$1,675",1675,1675,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101228884&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D30%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101262781,Furnished Private Queen Room in UWS #198C,1,Available Now,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101262781&search_id=500028946123&offset=40&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101252365,Large room in sunlit apt,1,Available Now,Crown Heights,11213,apartment,3,$850,850,850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101252365&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.93892129999999,40.6722134,40.6722134+-73.9389213,2624,14399
100946434,Rooms Available in 4 Bedroom SoHo Loft Apartment,1,1 Sep,SoHo,10012,apartment,4,"$1,850",1850,1850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100946434&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9976946,40.7250632,40.7250632+-73.9976946,835,4865
101217916,Rooms in Chinatown 4 Bedroom/2 Bathroom Apartment,1,1 Sep,Chinatown,10013,apartment,4,"$1,695",1695,1695,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101217916&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-74.0094471,40.7217861,40.7217861+-74.0094471,2734,5417
100946446,Rooms in Gramercy 4 Bedroom Apartment,1,15 Aug,Kips Bay,10016,apartment,4,"$1,675- $1,825",1675,1825,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100946446&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.74727,40.74727+-73.9800645,959,1577
100835248,East Village Room in 4 Bedroom Apartment,1,17 Aug,East Village,10009,apartment,4,"$1,575",1575,1575,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100835248&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9800645,40.7275043,40.7275043+-73.9800645,1611,5054
101054302,Prime SoHo Room in 4 Bedroom Furnished Apartment,1,10 Aug,SoHo,10012,apartment,4,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101054302&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9976946,40.7250632,40.7250632+-73.9976946,835,4865
101019439,East Village Furnished Room in 5 Bedroom Apartment,1,Available Now,East Village,10003,apartment,5,"$1,750",1750,1750,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101019439&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9874105,40.7322535,40.7322535+-73.9874105,1263,4163
100907341,Stunning Room in SoHo 4 Bedroom Apartment,1,1 Aug,SoHo,10012,apartment,4,"$1,900",1900,1900,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100907341&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9976946,40.7250632,40.7250632+-73.9976946,835,4865
100849441,Room is XL LES 6 Bedroom Loft,1,1 Aug,Lower East Side,10002,apartment,6,"$1,875",1875,1875,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100849441&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9859414,40.7135097,40.7135097+-73.9859414,1405,6951
101262808,Furnished Private Queen Room in UWS #199C,1,13 Jul,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262808&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D40%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
101182939,Furnished Twin Room in Prospect Heights #1693D,10,Available Now,Crown Heights,11216,apartment,2,"$1,225",1225,1225,https://www.spareroom.com/roommate/fad_click.pl?fad_id=101182939&search_id=500028946123&offset=50&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9506774,40.6788319,40.6788319+-73.9506774,1778,13268
101262781,Furnished Private Queen Room in UWS #198C,1,Available Now,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262781&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
100847971,Room available in spacious 3 bedroom apt 30th ave!,1,Available Now,Astoria,11102,apartment,3,"$1,200",1200,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100847971&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9286341,40.7732937,40.7732937+-73.9286341,1725,7160
101258230,"Large, spacious room for rent in Bed-Stuy",1,1 Aug,Bedford - Stuyvesant,11221,apartment,4,$985,985,985,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101258230&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.9271644,40.6903213,40.6903213+-73.9271644,1674,12026
101209534,3 bedrooms available in Harlem at great price!!,1,1 Aug,Harlem,10027,apartment,4,"$1,000- $1,200",1000,1200,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101209534&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96243270000001,40.8138912,40.8138912+-73.9624327,1949,7889
101154301,"$975/Condo, Balcony & UTL INC !",1,1 Aug,Brooklyn,11207,apartment,2,$975,975,975,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101154301&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.8918897,40.6655101,40.6655101+-73.8918897,3052,18534
101262559,Furnished Private Queen Room in UWS #198B,1,Available Now,Upper West Side,10025,apartment,3,"$1,850",1850,1850,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101262559&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.96831019999999,40.7999209,40.7999209+-73.9683102,1464,5434
100885135,One Roommate Share Only: Doorman Highrise Gym Pool,1,1 Aug,Kips Bay,10010,apartment,2,"$1,700",1700,1700,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100885135&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.98153370000001,40.7388319,40.7388319+-73.9815337,2509,3047
101200819,Kips Bay Highrises King Rooms Doorman Grocery Gym,1,1 Aug,Kips Bay,10010,apartment,3,"$1,650- $2,000",1650,2000,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=101200819&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.98153370000001,40.7388319,40.7388319+-73.9815337,2509,3047
100531918,King Rooms Doorman Highrise Gym Pool Laundry,1,1 Aug,Kips Bay,10010,apartment,2,"$1,700- $2,000",1700,2000,https://www.spareroom.com/roommate/room_for_rent.pl?flatshare_id=100531918&search_id=500028946123&city_id=500&flatshare_type=offered&search_results=%2Froommate%2F%3Foffset%3D50%26search_id%3D500028946123%26sort_by%3Dage%26mode%3Dlist&,-73.98153370000001,40.7388319,40.7388319+-73.9815337,2509,3047
